1,,rtw_st_phy,rtw_s1_phy,rtw_panel_1_SINAR,80.0,,
1,,rtw_st_phy,rtw_s1_phy,rtw_panel_1_REHAB,80.0,,
1,,rtw_st_phy,rtw_s1_phy,rtw_panel_1_KLUANG,80.0,,
1,,rtw_st_phy,rtw_s1_phy,rtw_panel_1_JB,80.0,,
1,,rtw_st_phy,rtw_s1_phy,rtw_panel_1_GREAT,80.0,,
1,,rtw_st_phy,rtw_s1_phy,rtw_panel_1_BP,80.0,,
1,,rtw_st_phy,rtw_s1_phy,rtw_panel_1_TAGS,70.0,,
1,,rtw_st_phy,rtw_s1_phy,rtw_panel_1_EPISODE,80.0,,
1,,rtw_st_phy,rtw_s1_phy,rtw_panel_1_PANTAI,80.0,,
1,,rtw_st_phy,rtw_s1_phy,rtw_panel_1_PHYSIOMOBILEMY,80.0,,
1,,rtw_st_occ,rtw_s25_occ,rtw_panel_1_PANTAI,85.0,,
1,,rtw_st_spe,,rtw_panel_1_PANTAI,130.0,,
1,,rtw_st_phy,rtw_s32_hom,rtw_panel_1_REHAB,100.0,,
1,,rtw_st_phy,rtw_s32_hom,rtw_panel_1_GREAT,110.0,,
1,,rtw_st_phy,rtw_s32_hom,rtw_panel_1_BP,80.0,,
1,,rtw_st_phy,rtw_s32_hom,rtw_panel_1_EPISODE,100.0,,
1,,rtw_st_phy,rtw_s32_hom,rtw_panel_1_PHYSIOMOBILEMY,110.0,,
1,,rtw_st_phy,rtw_s32_hom,rtw_panel_1_HMC,110.0,,
1,,rtw_st_fun,rtw_s64_bas,rtw_panel_1_SINAR,95.0,,
1,,rtw_st_sbp,rtw_s139_pak,rtw_panel_1_SINAR,45.0,,
1,,rtw_st_sbp,rtw_s139_pak,rtw_panel_1_JB,70.0,,
1,,rtw_st_sbp,rtw_s139_pak,rtw_panel_1_BP,80.0,,
1,,rtw_st_phy,,rtw_panel_1_EPISODE,20.0,,
1,,rtw_st_phy,,rtw_panel_1_EPISODE,30.0,,
4,,rtw_st_phy,rtw_s1_phy,rtw_panel_4_TAGS,70.0,,
4,,rtw_st_phy,rtw_s1_phy,rtw_panel_4_EZ,70.0,,
4,,rtw_st_phy,rtw_s32_hom,rtw_panel_4_EZ,100.0,,
4,,rtw_st_phy,rtw_s32_hom,rtw_panel_4_HMC,110.0,,
17,,rtw_st_phy,rtw_s1_phy,rtw_panel_17_NSCMH,90.0,,
17,,rtw_st_phy,rtw_s1_phy,rtw_panel_17_SALAM,90.0,,
17,,rtw_st_phy,rtw_s1_phy,rtw_panel_17_TAGS,70.0,,
17,,rtw_st_phy,rtw_s1_phy,rtw_panel_17_BAINS,80.0,,
17,,rtw_st_phy,rtw_s1_phy,rtw_panel_17_KPJ,80.0,,
17,,rtw_st_phy,rtw_s1_phy,rtw_panel_17_SE,80.0,,
17,,rtw_st_occ,rtw_s25_occ,rtw_panel_17_KPJ,87.0,,
17,,rtw_st_occ,rtw_s25_occ,rtw_panel_17_SE,80.0,,
17,,rtw_st_spe,,rtw_panel_17_KPJ,130.0,,
17,,rtw_st_phy,rtw_s32_hom,rtw_panel_17_BAINS,100.0,,
17,,rtw_st_phy,rtw_s32_hom,rtw_panel_17_TAGS,100.0,,
17,,rtw_st_phy,rtw_s32_hom,rtw_panel_17_SE,100.0,,
17,,rtw_st_ass,,rtw_panel_17_NSCMH,90.0,,
17,,rtw_st_ass,,rtw_panel_17_BAINS,80.0,,
17,,rtw_st_ass,rtw_s58_spe,rtw_panel_17_KPJ,200.0,,
17,,rtw_st_fun,rtw_s64_bas,rtw_panel_17_BAINS,80.0,,
17,,rtw_st_fun,rtw_s64_bas,rtw_panel_17_KPJ,113.0,,
17,,,rtw_s76_dry,rtw_panel_17_BAINS,40.0,,
17,,rtw_st_sbp,rtw_s139_pak,rtw_panel_17_SALAM,90.0,,
17,,rtw_st_sbp,rtw_s140_pak,rtw_panel_17_NSCMH,90.0,,
