"ID","CODE_CATEGORY","REF_CODE","DESC_EN","DESC_BM","ADDBY","UPDATEBY","CREATED_AT","UPDATED_AT","PRIORITY"
173180,rtw_sp_service,"1",Manual Therapy,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173181,rtw_sp_service,"10",Hydro Therapy,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173182,rtw_sp_service,"11",Home Therapy,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173183,rtw_sp_service,"12",Group Therapy And Exercises,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173184,rtw_sp_service,"13",Burn Management,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173185,rtw_sp_service,"14",Patient And Family Education Including Talk Workshop and Training,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173186,rtw_sp_service,"15",Women And Men Health,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173187,rtw_sp_service,"16",Other Neurological Or Rare Diseases,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173188,rtw_sp_service,"17",ADL Training (Basic And Instrumental ADL),,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173189,rtw_sp_service,"18",Therapeutic Activities,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173190,rtw_sp_service,"19",Splinting,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173191,rtw_sp_service,"2",Pain Management,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173192,rtw_sp_service,"20",Pressure Garment,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173193,rtw_sp_service,"21",Cognitive And Perceptual Training,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173194,rtw_sp_service,"22",Home Visits,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173195,rtw_sp_service,"23",Aids And Adaptations,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173196,rtw_sp_service,"24",Work Rehabilitation (Conditioning & Hardening),,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173197,rtw_sp_service,"25",Work Simulation Training,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173198,rtw_sp_service,"26",Driving Training,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173199,rtw_sp_service,"27",Vehicle Modification,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173200,rtw_sp_service,"28",Functional Ergonomic Training,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173201,rtw_sp_service,"29",Mobility Training (Wheelchair/ Walking Aids/ Prosthetic Etc),,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173202,rtw_sp_service,"3",Musculoskeletal Rehabilitation,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173203,rtw_sp_service,"30",Treatment,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173204,rtw_sp_service,"31",Others,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173205,rtw_sp_service,"32",Rehab Specialist(Initial Session),,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173206,rtw_sp_service,"33",Rehab Specialist(Follow Up Session),,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173207,rtw_sp_service,"34",Medical Officer(Initial Session),,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173208,rtw_sp_service,"35",Medical Officer(Follow Up Session),,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173209,rtw_sp_service,"36",General PT / OT Assessment & Report(Baseline),,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173210,rtw_sp_service,"37",General PT / OT Assessment & Report(Midterm),,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173211,rtw_sp_service,"38",General PT / OT Assessment & Report(Outcome),,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173212,rtw_sp_service,"39",Neuro/ Spinal Cord Injury Assessment & Report,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173213,rtw_sp_service,"4",Sport Injuries Rehabilitation,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173214,rtw_sp_service,"40",Cognitive/ Perceptual Assessment & Report,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173215,rtw_sp_service,"41",Home Modification Assessment & Report,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173216,rtw_sp_service,"42",Worksite Assessment & Report,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173217,rtw_sp_service,"43",Driving Assessment & Report,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173218,rtw_sp_service,"44",Wheelchair Assessment & Report,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173219,rtw_sp_service,"45",Prosthetic Assessment & Report,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173220,rtw_sp_service,"46",Speech Therapy Assessment & Report,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173221,rtw_sp_service,"47",Psychological Assessment & Report,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173222,rtw_sp_service,"48",General FCE & Report,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173223,rtw_sp_service,"49",Upper Extremity & Hand FCE & Report,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173224,rtw_sp_service,"5",Stroke Rehabilitation,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173225,rtw_sp_service,"50",Trunk & Lower Extremity FCE & Report,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173226,rtw_sp_service,"51","Upper, Trunk, Lower Extremity FCE & Report",,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173227,rtw_sp_service,"52",Neurological FCE & Report,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173228,rtw_sp_service,"53",Cardiopulmonary FCE & Report,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173229,rtw_sp_service,"54",Cognitive/ Perceptuan Function FCE & Report,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173230,rtw_sp_service,"6",Spinal Cord Injury Rehabilitation,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173231,rtw_sp_service,"7",Traumatic Brain Injury Rehabilitation,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173232,rtw_sp_service,"8",Amputee Rehabilitation,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
173233,rtw_sp_service,"9",Cardiorespiratory Rehabilitation,,,,2021-01-21 14:23:16,2021-01-21 14:23:16,
